,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
1667,26272775,1,2,9.02,153.5422,-8.3241,0,"[array([0.99671578, 0.99472946, 0.99519736, ..., 0.99894881, 0.99947459,
       0.99867386]), array([1517.36516302, 1517.378358  , 1517.38808061, ..., 1541.97542418,
       1541.98722968, 1541.99972963])]"
855,18148055,2,2,7.69,136.6829,-33.5686,0,"[array([1.00660515, 1.00710297, 1.00673246, ..., 1.01423573, 1.01410151,
       1.01433468]), array([1517.36738001, 1517.3798803 , 1517.39168613, ..., 1541.97386186,
       1541.98566728, 1541.99816713])]"
8519,167695338,4,1,11.27,102.8072,-63.8747,0,"[array([0.99723577, 0.99923593, 0.99985862, ..., 1.00336421, 1.00337625,
       1.00238419]), array([1517.3642636 , 1517.37676366, 1517.38856926, ..., 1541.97057016,
       1541.98237567, 1541.99487562])]"
9087,176875114,4,4,8.46,100.9584,-75.5821,0,"[array([1.00083268, 0.99899197, 0.99712116, ..., 0.99856544, 0.99848592,
       0.9986313 ]), array([1517.35907484, 1517.37226946, 1517.38546407, ..., 1541.96987663,
       1541.98168235, 1541.99418251])]"
18166,382259360,4,2,10.84,82.6133,-56.2485,0,"[array([0.99454004, 0.99607527, 0.99380571, ..., 0.99906719, 0.99815238,
       0.99847144]), array([1517.3600112 , 1517.37528873, 1517.3891774 , ..., 1541.96996743,
       1541.98177272, 1541.99427243])]"
2038,31413568,4,4,10.19,88.9942,-69.0704,0,"[array([0.99706197, 0.99420947, 0.99451149, ..., 1.0018357 , 1.00137305,
       1.00176179]), array([1517.36282619, 1517.37463177, 1517.38852069, ..., 1541.96984367,
       1541.98164923, 1541.99414923])]"
1939,30825316,3,1,9.64,134.8397,-42.025,0,"[array([1.01663172, 1.01422799, 1.01030588, ..., 1.00834203, 1.0079987 ,
       1.00909781]), array([1517.36667978, 1517.37918007, 1517.3909859 , ..., 1541.97322254,
       1541.98502802, 1541.99752795])]"
8422,167416361,4,4,9.86,99.4339,-71.6827,0,"[array([0.99317783, 0.99277222, 0.99213958, ..., 1.00112987, 1.00084925,
       1.00062525]), array([1517.36215209, 1517.3732633 , 1517.38784677, ..., 1541.97004508,
       1541.98185071, 1541.9943508 ])]"
9659,182536607,3,2,9.74,123.8036,-41.4331,0,"[array([0.98653984, 0.98527604, 0.98349392, ..., 0.98767477, 0.98819172,
       0.98926115]), array([1517.36664354, 1517.37914366, 1517.39094933, ..., 1541.97285152,
       1541.98465686, 1541.99715662])]"
869,18346688,2,2,13.67,137.0361,-32.3066,0,"[array([1.02187037, 1.02211237, 1.01910436, ..., 1.01443243, 1.01402521,
       1.02401471]), array([1517.36886465, 1517.38067048, 1517.39247632, ..., 1541.9739518 ,
       1541.98575721, 1541.99825706])]"
9216,177164194,4,1,8.73,104.5511,-69.3804,0,"[array([1.00005174, 0.99895215, 0.99893582, ..., 1.00689185, 1.00704098,
       1.00726032]), array([1517.36382546, 1517.37632558, 1517.38813125, ..., 1541.97031375,
       1541.98211937, 1541.99461943])]"
16160,341851883,3,4,5.56,121.8262,-56.6477,0,"[array([0.99504304, 0.99486721, 0.99437338, ..., 0.99989748, 0.99986011,
       0.99968517]), array([1517.36526034, 1517.37776051, 1517.38956623, ..., 1541.97171762,
       1541.98352314, 1541.99602311])]"
19862,455283704,1,3,13.04,147.4931,5.3701,0,"[array([1.03803051, 1.03839624, 1.04135537, ..., 0.93721354, 0.9399755 ,
       0.94161093]), array([1517.36921163, 1517.38171195, 1517.39351781, ..., 1541.97556863,
       1541.98737391, 1541.99987362])]"
10200,191608374,2,2,10.04,135.7762,-36.1788,0,"[array([1.0071094 , 1.00730395, 1.00788879, ..., 1.01173031, 1.01120293,
       1.01149464]), array([1517.36717594, 1517.37967623, 1517.39148205, ..., 1541.97366478,
       1541.98547021, 1541.99797008])]"
18332,383189048,1,4,7.9,142.4683,2.1993,0,"[array([0.99813247, 0.99727905, 0.99702275, ..., 0.99874032, 0.99848443,
       0.99888933]), array([1517.36574527, 1517.37893997, 1517.39282913, ..., 1541.97541612,
       1541.98722133, 1541.99972096])]"
3716,55606169,4,3,10.62,73.6893,-64.4572,0,"[array([0.99761558, 0.99256837, 0.9948262 , ..., 1.00470901, 1.00343668,
       1.00432158]), array([1517.36334046, 1517.37584034, 1517.38764577, ..., 1541.96937113,
       1541.98117657, 1541.99367644])]"
18028,381925042,4,3,10.41,76.1475,-57.0688,0,"[array([0.99830478, 0.99756783, 0.99618924, ..., 1.0111568 , 1.0109731 ,
       1.01208138]), array([1517.3638462 , 1517.37634596, 1517.3881513 , ..., 1541.96960228,
       1541.98140757, 1541.99390729])]"
2836,38940036,4,3,9.29,69.8694,-60.6123,0,"[array([0.9925257 , 0.99205667, 0.99338835, ..., 1.00250554, 1.00206566,
       1.00235045]), array([1517.36755097, 1517.38282849, 1517.39185612, ..., 1541.96923588,
       1541.98104124, 1541.99354103])]"
9481,179579984,4,4,10.67,80.6596,-70.2651,0,"[array([0.98995054, 0.99031806, 0.98970717, ..., 0.99580431, 0.99576914,
       0.99533176]), array([1517.62364348, 1517.63892128, 1517.65072684, ..., 1541.96953152,
       1541.98133709, 1541.9938371 ])]"
187,1228170,2,4,5.39,137.1856,-16.2777,0,"[array([0.99931937, 0.99955833, 0.99965012, ..., 1.00096142, 1.00098503,
       1.00098598]), array([1517.36852657, 1517.38102681, 1517.39283259, ..., 1541.97477699,
       1541.98658225, 1541.99908194])]"
6624,141945750,4,4,9.96,95.4076,-72.5917,0,"[array([0.99717522, 0.99356079, 0.99079192, ..., 0.9942252 , 0.99477261,
       0.99476761]), array([1517.362006  , 1517.37520055, 1517.3883951 , ..., 1541.9698926 ,
       1541.98169824, 1541.99419834])]"
18865,401789773,3,1,9.01,136.0882,-50.9798,0,"[array([0.9895075 , 0.98938203, 0.98787493, ..., 1.00379241, 1.0036608 ,
       1.00409818]), array([1517.36588095, 1517.37838127, 1517.39018713, ..., 1541.97257819,
       1541.98438378, 1541.99688383])]"
6405,141526547,4,4,8.02,87.1266,-76.5434,0,"[array([0.99820769, 0.99750775, 0.99993297, ..., 1.00042081, 1.00040531,
       1.00001192]), array([1517.35948539, 1517.37337441, 1528.61483173, ..., 1541.9695351 ,
       1541.98134081, 1541.99384097])]"
4782,89858552,3,4,12.28,127.2546,-51.1366,0,"[array([0.98450536, 0.9922781 , 0.98839927, ..., 1.00662279, 1.00620234,
       1.00876987]), array([1517.36583047, 1517.37833068, 1517.39013644, ..., 1541.97230896,
       1541.98411446, 1541.9966144 ])]"
10619,231506361,2,1,10.96,127.3194,-24.7593,0,"[array([1.00573957, 1.00359559, 1.00015085, ..., 1.00224221, 1.00162566,
       1.00206816]), array([1517.37351672, 1517.39296131, 1528.83282715, ..., 1541.97397753,
       1541.98578271, 1541.99828231])]"
13177,279614617,4,2,9.12,106.3013,-57.5706,0,"[array([1.01850796, 1.01761401, 1.0173018 , ..., 0.97474742, 0.97442102,
       0.97372156]), array([1517.3648873 , 1517.37738732, 1517.3891929 , ..., 1541.97106708,
       1541.9828725 , 1541.99537235])]"
8644,170361908,3,3,7.73,103.099,-46.0478,0,"[array([1.00098693, 1.00045156, 1.0003413 , ..., 1.002882  , 1.00294852,
       1.0031265 ]), array([1517.36573243, 1517.3782323 , 1517.39003774, ..., 1541.97152301,
       1541.9833282 , 1541.99582783])]"
1315,25154301,4,3,11.09,63.1536,-66.1759,0,"[array([0.99423599, 0.99827015, 0.99448699, ..., 0.99852216, 1.00137818,
       0.99938738]), array([1517.36218034, 1517.37398576, 1517.38648563, ..., 1541.96892805,
       1541.98073353, 1541.99323344])]"
4864,93995252,3,1,14.24,130.4985,-48.6259,0,"[array([0.96191835, 0.95561045, 0.96133703, ..., 0.98535669, 0.99011606,
       0.98874938]), array([1517.36608246, 1517.37788825, 1517.39177741, ..., 1541.97260192,
       1541.98440743, 1541.99690737])]"
10695,237927133,4,3,8.98,58.1212,-65.9255,0,"[array([0.99767244, 0.99678588, 0.99578345, ..., 1.00231981, 1.0021522 ,
       1.00234723]), array([1517.36130589, 1517.3731113 , 1517.38700002, ..., 1541.96872599,
       1541.98053146, 1541.99303138])]"
2748,38764156,4,3,9.78,67.5013,-62.8281,0,"[array([0.98732448, 0.98495388, 0.98732948, ..., 1.00600791, 1.00582123,
       1.00576353]), array([1517.36318221, 1517.37568203, 1517.38748742, ..., 1541.96911213,
       1541.98091754, 1541.99341738])]"
2142,33170601,1,2,13.08,148.5455,-9.7838,0,"[array([1.01397133, 1.00566959, 1.01331937, ..., 0.98191047, 0.98050708,
       0.98077577]), array([1517.37008661, 1517.38189257, 1517.39439298, ..., 1541.97530722,
       1541.98711264, 1541.99961249])]"
8790,174465079,3,2,9.39,114.5179,-38.4534,0,"[array([0.99698472, 0.99710685, 0.99608386, ..., 1.0058465 , 1.00522149,
       1.0056963 ]), array([1517.36669177, 1517.37919174, 1517.39099726, ..., 1541.97257201,
       1541.9843772 , 1541.9968768 ])]"
17311,350861996,4,2,10.83,90.4215,-57.7872,0,"[array([0.99781168, 0.99390084, 0.99231565, ..., 1.00201917, 1.00287402,
       1.00340843]), array([1517.36368554, 1517.37549098, 1517.3886853 , ..., 1541.9703208 ,
       1541.98212614, 1541.99462591])]"
9671,182667834,3,2,9.17,124.1678,-41.0742,0,"[array([0.99594235, 0.99596012, 0.99586868, ..., 1.0031265 , 1.00350571,
       1.00329483]), array([1517.36667882, 1517.37917894, 1517.39098462, ..., 1541.97289044,
       1541.98469578, 1541.99719554])]"
12277,270693260,1,4,7.42,137.4752,5.2034,0,"[array([0.99039614, 1.00013951, 1.00013951, ..., 1.00244021, 1.00199223,
       1.00234139]), array([1517.36376638, 1528.95356893, 1528.95356893, ..., 1541.97527675,
       1541.98708184, 1541.99958136])]"
1592,26075218,1,3,9.81,151.082,-6.0018,0,"[array([0.9951967 , 0.99496305, 0.99402827, ..., 0.99649405, 0.99677932,
       0.99650103]), array([1517.36810145, 1517.38060189, 1517.39379681, ..., 1541.97545651,
       1541.98726195, 1541.99976182])]"
11713,261417886,4,4,6.27,95.2234,-79.0665,0,"[array([0.99798054, 0.99732083, 0.99621606, ..., 1.00242233, 1.00250661,
       1.00235653]), array([1517.36219431, 1517.37400004, 1517.38650022, ..., 1541.9695951 ,
       1541.98140087, 1541.99390109])]"
3316,51444566,1,1,7.36,129.4966,-8.7346,0,"[array([0.99537277, 0.99553829, 0.9954868 , ..., 0.997271  , 0.99720234,
       0.99723357]), array([1517.36884886, 1517.38134891, 1517.39315452, ..., 1541.97468501,
       1541.98649007, 1541.99898954])]"
7292,149179607,4,3,10.51,81.7126,-65.1586,0,"[array([0.99561149, 0.99697542, 0.99532014, ..., 0.99937761, 1.00025153,
       0.99908352]), array([1517.36218731, 1517.37538168, 1517.38788161, ..., 1541.96969289,
       1541.98149835, 1541.99399826])]"
8104,153592819,2,1,15.03,121.0773,-29.0393,0,"[array([0.83137882, 0.99611794, 0.99611794, ..., 0.97574341, 1.0199914 ,
       0.99755782]), array([1517.36756382, 1528.92313796, 1528.92313796, ..., 1541.97344482,
       1541.98524996, 1541.99774952])]"
10447,220422226,4,3,9.53,72.0956,-57.8726,0,"[array([1.00030053, 1.00101697, 0.99891102, ..., 1.00568211, 1.00577676,
       1.00569415]), array([1517.36361969, 1517.37611945, 1517.38792477, ..., 1541.96937519,
       1541.98118049, 1541.99368022])]"
5617,130443819,2,1,15.24,119.9297,-26.0913,0,"[array([0.78731847, 0.70840544, 0.59508646, ..., 0.96097803, 1.03380275,
       1.0082351 ]), array([1517.36982346, 1517.38232343, 1517.39065674, ..., 1541.97352516,
       1541.98533025, 1541.99782976])]"
8977,176447707,2,4,11.15,131.9745,-19.0074,0,"[array([0.98050606, 0.98258764, 0.98403591, ..., 1.01566362, 1.01607859,
       1.01596761]), array([1517.36836332, 1517.38086347, 1517.39266917, ..., 1541.97445559,
       1541.98626079, 1541.99876041])]"
9073,176870098,4,4,10.07,100.5178,-77.7165,0,"[array([0.99647218, 0.99984174, 0.99984174, ..., 0.99840879, 0.99825919,
       0.99811506]), array([1517.35958658, 1528.57281349, 1528.57281349, ..., 1541.9697542 ,
       1541.98155995, 1541.99406016])]"
9489,179637488,4,3,12.42,80.5158,-67.9247,0,"[array([0.97269738, 0.96724331, 0.97324729, ..., 0.93446338, 0.93800819,
       0.93581772]), array([1517.36336638, 1517.37586634, 1517.38767187, ..., 1541.96958002,
       1541.98138554, 1541.9938855 ])]"
5851,134358105,3,3,8.29,107.558,-47.3957,0,"[array([0.9981305 , 0.9979918 , 0.99893761, ..., 1.0025866 , 1.00189543,
       1.00198424]), array([1517.36577216, 1517.3782721 , 1517.3900776 , ..., 1541.97169853,
       1541.98350378, 1541.99600346])]"
19331,413274873,2,3,9.67,144.2283,-22.2876,0,"[array([0.99524474, 0.99447674, 0.99574578, ..., 1.00246561, 1.00283229,
       1.00341213]), array([1517.36811725, 1517.38061763, 1517.39242355, ..., 1541.97471958,
       1541.98652502, 1541.99902489])]"
1203,24970105,2,2,11.26,142.492,-29.9309,0,"[array([0.98701906, 0.99030709, 0.98539186, ..., 1.00511944, 1.0052402 ,
       1.0056411 ]), array([1517.37456424, 1517.38706462, 1517.40234286, ..., 1541.97425378,
       1541.98605926, 1541.99855917])]"
13831,291472646,3,3,4.21,111.591,-51.0184,0,"[array([0.99942935, 0.99943668, 0.99936557, ..., 0.9981122 , 0.99812448,
       0.99822044]), array([1517.36557875, 1517.37807877, 1517.38988435, ..., 1541.97168881,
       1541.98349416, 1541.99599394])]"
12181,270511662,1,4,8.25,135.8831,3.7625,0,"[array([0.99535114, 0.99520862, 0.99558675, ..., 0.99749482, 0.99675208,
       0.99721295]), array([1517.45123902, 1517.46790584, 1517.47901705, ..., 1541.97520424,
       1541.98700932, 1541.99950881])]"
16245,344843756,1,3,9.59,150.5187,1.4691,0,"[array([1.0103159 , 1.00964975, 1.01055932, ..., 0.98909527, 0.98831743,
       0.98900282]), array([1517.36905361, 1517.38155401, 1517.39335995, ..., 1541.97558829,
       1541.98739366, 1541.99989346])]"
7822,150275459,4,2,11.21,94.838,-63.4044,0,"[array([0.99880624, 0.99727327, 0.99641657, ..., 0.99990958, 1.00073767,
       1.00174713]), array([1517.36409947, 1517.37659946, 1517.38840501, ..., 1541.97028778,
       1541.98209325, 1541.99459316])]"
18945,405398221,2,4,12.61,128.9142,-17.2517,0,"[array([1.00541306, 1.01523232, 1.01580167, ..., 1.00922728, 1.01040781,
       1.00761235]), array([1517.36843854, 1517.38163308, 1517.39274426, ..., 1541.97438723,
       1541.98619236, 1541.9986919 ])]"
16828,349764296,4,1,8.71,112.8212,-64.1393,0,"[array([0.99687582, 0.99772155, 0.9955672 , ..., 1.0056839 , 1.0052743 ,
       1.00536573]), array([1517.36443585, 1517.37693599, 1517.38874167, ..., 1541.97089552,
       1541.98270109, 1541.9952011 ])]"
13486,286057182,1,4,10.48,138.1697,1.1389,0,"[array([0.99178374, 0.99118513, 0.99445522, ..., 1.00276685, 1.00182891,
       1.00276768]), array([1517.40255703, 1517.41991838, 1517.42894628, ..., 1541.97526239,
       1541.98706752, 1541.99956708])]"
7523,149765723,1,1,9.25,130.4435,-2.7568,0,"[array([0.96666753, 1.00095199, 1.00095199, ..., 1.01402426, 1.01415026,
       1.01427352]), array([1517.36561491, 1528.70971815, 1528.70971815, ..., 1541.97487149,
       1541.98667652, 1541.99917596])]"
18807,400217280,3,4,8.36,133.9006,-53.3524,0,"[array([0.9946329 , 0.99177271, 0.9922657 , ..., 1.00273538, 1.00289881,
       1.00301719]), array([1517.36565886, 1517.37815916, 1517.389965  , ..., 1541.97233283,
       1541.98413843, 1541.99663847])]"
8391,167342459,4,1,11.91,98.6647,-67.5823,0,"[array([0.99127501, 0.99018121, 0.99184674, ..., 1.00072408, 0.99926382,
       0.99823457]), array([1517.36247258, 1517.37636154, 1517.38886161, ..., 1541.97022985,
       1541.98203541, 1541.99453542])]"
18538,389624081,4,4,8.85,86.698,-71.6035,0,"[array([0.99830908, 0.99795127, 0.99686408, ..., 1.00144935, 1.00081933,
       1.00100446]), array([1517.36189913, 1517.37370473, 1517.38551033, ..., 1541.96968421,
       1541.98148981, 1541.99398987])]"
5543,126796490,3,1,9.89,137.1748,-50.445,0,"[array([0.99120963, 0.9890734 , 0.98636985, ..., 1.00603271, 1.00633824,
       1.00652122]), array([1517.3659292 , 1517.37842954, 1517.39023541, ..., 1541.97264768,
       1541.98445328, 1541.99695333])]"
1332,25158216,2,2,13.84,143.2265,-31.9581,0,"[array([0.9846049 , 1.00070822, 0.997015  , ..., 1.03330755, 1.04463685,
       1.03318596]), array([1517.36746271, 1517.37996311, 1517.39176903, ..., 1541.97414685,
       1541.98595236, 1541.99845231])]"
9480,179575669,4,4,7.24,80.6054,-71.5061,0,"[array([0.99948287, 0.99796391, 0.99543202, ..., 1.00590801, 1.00720668,
       1.00667667]), array([1517.36314919, 1517.37564921, 1517.38745479, ..., 1541.96950151,
       1541.9813071 , 1541.99380714])]"
14226,296783943,1,2,8.68,142.493,-15.0848,0,"[array([0.99681401, 0.99597323, 0.99570394, ..., 0.99810374, 0.9985705 ,
       0.99878407]), array([1517.36853703, 1517.38103736, 1517.39284322, ..., 1541.97497779,
       1541.98678313, 1541.99928291])]"
14824,307218058,4,1,10.24,124.819,-67.8052,0,"[array([0.98803675, 0.99088269, 0.9857347 , ..., 0.97247195, 0.97335303,
       0.9734571 ]), array([1517.36422269, 1517.37672294, 1517.38852873, ..., 1541.97093911,
       1541.9827448 , 1541.99524495])]"
12054,269793929,4,4,11.32,67.5442,-80.9344,0,"[array([0.98843527, 0.98744076, 0.98385382, ..., 0.99182135, 0.99185377,
       0.99241775]), array([1517.3617158 , 1517.37282704, 1517.38671609, ..., 1541.96909209,
       1541.98089788, 1541.99339812])]"
5208,114927690,2,4,11.33,132.6247,-14.3706,0,"[array([1.00314355, 0.997886  , 1.00045276, ..., 0.9991675 , 0.99970067,
       1.0014236 ]), array([1517.36862267, 1517.38112281, 1517.3929285 , ..., 1541.97466751,
       1541.98647267, 1541.99897226])]"
15667,334574457,1,2,10.86,141.0543,-12.8313,0,"[array([0.98240089, 0.98300517, 0.98261666, ..., 1.01087594, 1.00922501,
       1.00925517]), array([1517.37005532, 1517.38116669, 1517.39019468, ..., 1541.97501932,
       1541.98682462, 1541.99932435])]"
11462,260418055,4,2,9.31,95.9297,-54.7685,0,"[array([0.99845427, 0.9972291 , 0.99657875, ..., 0.9992339 , 0.99827582,
       0.9988544 ]), array([1517.36341386, 1517.37591375, 1517.38980252, ..., 1541.970723  ,
       1541.98252831, 1541.99502804])]"
12121,270424243,4,4,8.22,95.4818,-78.7163,0,"[array([0.99972975, 0.99694687, 0.99479955, ..., 1.00196171, 1.00154436,
       1.00213265]), array([1517.35875214, 1517.37194677, 1517.3851414 , ..., 1541.96961536,
       1541.98142112, 1541.99392133])]"
5183,114823847,2,4,9.86,132.2905,-15.0315,0,"[array([0.99530977, 0.99646068, 0.99545741, ..., 1.00117254, 1.00016677,
       1.00061858]), array([1517.3685864 , 1517.37830873, 1517.39080886, ..., 1541.97462853,
       1541.9864337 , 1541.99893328])]"
13796,290644237,1,4,10.8,140.525,5.0436,0,"[array([1.00230384, 0.99524552, 0.99861962, ..., 1.00110984, 0.99970722,
       0.99917954]), array([1517.36930173, 1517.38180192, 1517.39360766, ..., 1541.97538177,
       1541.98718692, 1541.99968649])]"
6175,140938247,4,4,8.39,77.1779,-74.8468,0,"[array([0.9929319 , 0.99280775, 0.9946053 , ..., 1.00343323, 1.00111914,
       0.9993462 ]), array([1517.36217987, 1517.37537438, 1517.38787444, ..., 1541.96933896,
       1541.98114462, 1541.99364473])]"
13978,294090802,2,4,5.62,130.4785,-22.0281,0,"[array([1.00228775, 1.00248384, 1.00234139, ..., 1.00419354, 1.00419843,
       1.00415945]), array([1517.36817003, 1517.38067017, 1517.39247585, ..., 1541.97425496,
       1541.98606016, 1541.99855979])]"
5259,118307280,3,4,10.93,128.5703,-57.0154,0,"[array([0.93875593, 0.93982333, 0.94405955, ..., 1.00054753, 1.00170004,
       1.00236106]), array([1517.36528952, 1517.37778977, 1517.38959556, ..., 1541.9718962 ,
       1541.98370179, 1541.99620182])]"
18657,391949074,4,4,10.76,79.4037,-78.6748,0,"[array([1.00849235, 0.99991054, 0.99991054, ..., 0.99735075, 0.99768674,
       0.99847221]), array([1517.38353131, 1528.68140614, 1528.68140614, ..., 1541.96932012,
       1541.98112586, 1541.99362606])]"
12267,270683607,1,4,9.68,137.3607,4.0383,0,"[array([0.99044859, 0.99340641, 0.99236399, ..., 0.99554294, 0.99489278,
       0.99598455]), array([1517.36929762, 1517.38179775, 1517.39360344, ..., 1541.97526375,
       1541.98706885, 1541.99956837])]"
17990,380031453,3,3,8.8,109.7238,-49.1312,0,"[array([0.99693543, 0.99660695, 0.99551624, ..., 0.99959016, 0.99996608,
       0.99919122]), array([1517.36013537, 1517.37541313, 1517.39207978, ..., 1541.9717115 ,
       1541.9835168 , 1541.99601653])]"
3498,55271423,4,3,14.63,76.5519,-60.3557,0,"[array([0.98740792, 0.98563594, 1.01448345, ..., 0.99636209, 1.00206316,
       0.98378968]), array([1517.36298237, 1517.3775655 , 1517.39006532, ..., 1541.96956483,
       1541.98137018, 1541.99386997])]"
770,13882436,1,1,10.32,134.4795,-11.76,0,"[array([0.99612892, 0.99874926, 0.99793422, ..., 1.00091505, 0.99955964,
       0.99965328]), array([1517.40763046, 1517.42013063, 1517.43193634, ..., 1541.9748187 ,
       1541.98662388, 1541.99912347])]"
5766,133105082,3,2,14.9,120.4689,-40.5046,0,"[array([0.85873061, 1.00624871, 1.09245002, ..., 1.19969416, 1.23357797,
       1.25249553]), array([1517.36666424, 1517.37916431, 1517.39096993, ..., 1541.97275795,
       1541.98456323, 1541.99706294])]"
10575,231075517,4,3,10.21,67.8836,-67.141,0,"[array([0.98786467, 0.98749471, 0.98890352, ..., 1.00791287, 1.0075562 ,
       1.00791967]), array([1517.36300337, 1517.37550326, 1517.38730872, ..., 1541.96911395,
       1541.98091944, 1541.99341937])]"
4095,62455702,1,1,10.37,131.9453,-3.6502,0,"[array([0.93998992, 0.92233419, 0.91197741, ..., 1.00751102, 1.02667928,
       1.03163457]), array([1517.36906762, 1517.38156769, 1517.39337332, ..., 1541.9749246 ,
       1541.98672966, 1541.99922913])]"
19672,445457033,3,3,7.72,112.6657,-52.8968,0,"[array([0.99744499, 0.99748093, 0.99742335, ..., 1.00096583, 1.00061965,
       1.0007844 ]), array([1517.3619685 , 1517.37516299, 1517.38766304, ..., 1541.97162081,
       1541.9834262 , 1541.99592602])]"
14515,300651179,4,1,10.33,114.2694,-65.9863,0,"[array([0.99761927, 0.99511188, 0.99555373, ..., 1.00062025, 1.00013161,
       1.00046945]), array([1517.36428686, 1517.37678702, 1517.38859272, ..., 1541.97081229,
       1541.98261789, 1541.99511795])]"
633,11748495,2,1,8.62,129.0099,-34.2112,0,"[array([1.00792885, 1.00781631, 1.00852537, ..., 0.99723041, 0.99710047,
       0.99827045]), array([1517.38535628, 1517.39646755, 1517.40966217, ..., 1541.97353769,
       1541.985343  , 1541.99784275])]"
3029,46768118,1,2,11.04,141.4808,-8.1782,0,"[array([0.9906345 , 0.98869163, 0.98795301, ..., 1.00119209, 1.00068486,
       1.00166571]), array([1517.36748694, 1517.37998722, 1517.39179304, ..., 1541.97518053,
       1541.9869858 , 1541.9994855 ])]"
1630,26164445,1,3,9.05,152.085,-6.0438,0,"[array([1.00477779, 1.00490427, 1.00508511, ..., 0.98708355, 0.9867751 ,
       0.98676074]), array([1517.3687681 , 1517.38126857, 1517.39307457, ..., 1541.97546928,
       1541.98727474, 1541.99977464])]"
4505,77629090,1,3,9.85,153.6423,-1.9709,0,"[array([0.99544078, 0.99309039, 0.99269569, ..., 0.99461985, 0.99409962,
       0.99477261]), array([1517.36539563, 1517.3778961 , 1517.39109105, ..., 1541.97557607,
       1541.98738153, 1541.99988142])]"
11186,255760894,3,3,8.06,99.8363,-52.185,0,"[array([0.99927574, 0.9982391 , 0.99813533, ..., 1.00003064, 1.00008488,
       1.00044584]), array([1517.36096806, 1517.3741624 , 1517.38944006, ..., 1541.97104084,
       1541.98284612, 1541.99534583])]"
7940,150432079,4,2,11.06,97.4647,-61.547,0,"[array([0.99713856, 0.99144626, 0.99169302, ..., 1.00261462, 1.00274658,
       0.99799615]), array([1517.36431968, 1517.37681967, 1517.38862521, ..., 1541.97048123,
       1541.98228667, 1541.99478655])]"
11753,262581509,1,4,10.4,132.1046,2.2711,0,"[array([1.00427639, 1.00169444, 1.00011623, ..., 0.9933126 , 0.99234384,
       0.99353194]), array([1517.36924776, 1517.3817478 , 1517.3935534 , ..., 1541.97502723,
       1541.98683225, 1541.99933168])]"
18998,405800792,1,4,8.31,142.2255,6.1863,0,"[array([0.9924283 , 0.9926753 , 0.9926244 , ..., 1.00256181, 1.00250721,
       1.00233769]), array([1517.36930792, 1517.38180813, 1517.3936139 , ..., 1541.97544075,
       1541.98724593, 1541.99974553])]"
6731,142143886,4,4,11.94,99.6726,-72.5632,0,"[array([0.97857285, 0.97866333, 0.97993302, ..., 0.98044759, 0.97605753,
       0.97706133]), array([1517.36347252, 1517.37597265, 1517.38847277, ..., 1541.97000586,
       1541.98181152, 1541.99431163])]"
2897,40897656,4,4,9.39,78.7052,-69.6636,0,"[array([0.9971832 , 0.99506009, 0.99997057, ..., 1.00287819, 1.00277185,
       1.00287652]), array([1517.35973762, 1517.37432093, 1528.8554582 , ..., 1541.96947901,
       1541.98128456, 1541.99378456])]"
9906,186983219,2,2,14.43,134.3046,-32.2364,0,"[array([0.96950889, 0.94985276, 0.94994128, ..., 0.99389946, 0.97900045,
       0.98906666]), array([1517.36748114, 1517.37998139, 1517.39387056, ..., 1541.97386311,
       1541.98566848, 1541.99816829])]"
14445,300384626,4,1,9.95,111.1846,-71.0506,0,"[array([0.99952012, 0.99986118, 0.99878073, ..., 1.00433934, 1.00538063,
       1.0049777 ]), array([1517.3637763 , 1517.37627648, 1517.3880822 , ..., 1541.97038374,
       1541.98218942, 1541.99468954])]"
15532,323660328,1,4,10.09,137.225,7.2108,0,"[array([1.01913559, 1.01930928, 1.01662922, ..., 0.95451868, 0.95419329,
       0.95417142]), array([1517.36935985, 1517.38185997, 1517.39366563, ..., 1541.97527728,
       1541.98708236, 1541.99958185])]"
19541,430499453,3,1,10.21,130.789,-44.889,0,"[array([0.99178833, 0.99052799, 0.9892469 , ..., 1.00946534, 1.0095309 ,
       1.01016665]), array([1517.36641762, 1517.37891786, 1517.39072364, ..., 1541.97288582,
       1541.98469129, 1541.99719119])]"
11827,262719311,1,3,12.68,149.2683,6.0412,0,"[array([1.0023005 , 0.99243408, 0.9903689 , ..., 0.98452532, 0.97693706,
       0.9753381 ]), array([1517.36918754, 1517.38168789, 1517.39349377, ..., 1541.97560625,
       1541.98741156, 1541.99991131])]"
13983,294093147,3,3,11.02,107.3401,-57.2305,0,"[array([1.00967073, 1.01000667, 1.00805569, ..., 1.0035311 , 1.00122488,
       1.00138175]), array([1517.53577066, 1517.5482707 , 1517.55938184, ..., 1541.97112564,
       1541.98293106, 1541.99543092])]"
7943,150437899,4,1,5.96,97.5126,-65.5679,0,"[array([0.99658799, 1.00029612, 1.00392187, ..., 0.99534261, 0.99869895,
       1.00127351]), array([1517.36399812, 1517.37649815, 1517.38830374, ..., 1541.97028926,
       1541.98209478, 1541.99459474])]"
16903,349970056,3,4,10.44,114.2611,-60.1998,0,"[array([0.99443692, 0.99224418, 0.99200475, ..., 0.99157745, 0.99059415,
       0.9906944 ]), array([1517.36481683, 1517.37731695, 1517.38912262, ..., 1541.97120548,
       1541.98301099, 1541.99551095])]"
