,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
11533,260609189,4,2,13.8,97.4629,-57.2245,0,"[array([0.94861603, 0.9974865 , 0.9974865 , ..., 0.96609771, 0.96949631,
       0.96505737]), array([1517.37021855, 1528.79036646, 1528.79036646, ..., 1541.97068629,
       1541.98249165, 1541.99499145])]"
2821,38908923,4,3,10.23,69.6032,-64.2872,0,"[array([0.99799412, 0.99580592, 0.99864185, ..., 1.00148761, 1.00098288,
       1.00116122]), array([1517.36319717, 1517.37569702, 1517.38750244, ..., 1541.96919764,
       1541.98100307, 1541.99350294])]"
798,14296550,1,2,10.74,144.3692,-5.6495,0,"[array([1.00062156, 1.00083542, 0.99998617, ..., 0.99399185, 0.99408638,
       0.9951998 ]), array([1517.36894279, 1517.38144311, 1517.39324897, ..., 1541.97532857,
       1541.98713387, 1541.99963361])]"
16338,345074522,1,3,8.56,155.2217,3.8649,0,"[array([0.99846351, 0.99708205, 0.99861956, ..., 0.98715162, 0.98728263,
       0.98649901]), array([1517.36897988, 1517.38148035, 1517.39328635, ..., 1541.97566777,
       1541.98747322, 1541.9999731 ])]"
3577,55399286,4,3,8.53,70.3661,-65.064,0,"[array([0.99685162, 0.99591029, 0.99577433, ..., 0.99920344, 0.99951106,
       1.00013959]), array([1517.36179941, 1517.3784659 , 1517.38957689, ..., 1541.96922459,
       1541.98103004, 1541.99352993])]"
7958,150442658,4,2,10.67,97.7455,-62.5833,0,"[array([1.02493238, 1.02952516, 1.02692533, ..., 1.07468235, 1.07355726,
       1.07488263]), array([1517.36424439, 1517.37674439, 1517.38854995, ..., 1541.97044289,
       1541.98224835, 1541.99474825])]"
1476,25669438,2,2,8.12,145.0482,-32.9345,0,"[array([0.99263132, 0.99229985, 1.00014086, ..., 1.00184202, 1.00208354,
       1.00223768]), array([1517.36389522, 1517.37709011, 1528.62923904, ..., 1541.97412518,
       1541.98593073, 1541.99843072])]"
18996,405799308,1,4,9.47,142.0971,7.0064,0,"[array([0.99594837, 0.99639374, 0.99510086, ..., 0.98990351, 0.98985618,
       0.98979986]), array([1517.36932398, 1517.38182419, 1517.39362995, ..., 1541.97544021,
       1541.98724538, 1541.99974497])]"
19004,405947918,1,4,8.71,142.3736,7.2238,0,"[array([0.9969666 , 0.99752277, 0.99795294, ..., 0.99841869, 0.99800402,
       0.99846828]), array([1517.40960314, 1517.42210336, 1517.43390912, ..., 1541.97544901,
       1541.98725419, 1541.99975378])]"
2026,31360763,3,1,6.8,136.208,-46.8158,0,"[array([0.99856424, 0.99777281, 0.99799061, ..., 1.00153828, 1.00152063,
       1.00161564]), array([1517.36626023, 1517.37876055, 1517.3905664 , ..., 1541.97290754,
       1541.98471309, 1541.99721308])]"
8878,175301300,1,3,12.48,152.0695,-4.1101,0,"[array([1.09164333, 1.08681095, 1.08691239, ..., 0.9637661 , 0.95951521,
       0.95701605]), array([1517.46537142, 1517.47926082, 1517.49245576, ..., 1541.97551466,
       1541.9873201 , 1541.99981998])]"
6315,141281495,4,4,8.14,83.2486,-75.2367,0,"[array([0.99758136, 0.99681509, 0.9962368 , ..., 1.00176406, 1.00169671,
       1.00167644]), array([1517.3629743 , 1517.37477994, 1517.38866893, ..., 1541.96948328,
       1541.98128895, 1541.99378908])]"
9681,182938696,3,2,4.46,124.6381,-36.6587,0,"[array([0.99832678, 1.00163734, 1.00052142, ..., 0.99924707, 0.9989959 ,
       0.99805164]), array([1517.36704514, 1517.37954525, 1517.39135091, ..., 1541.97318713,
       1541.98499241, 1541.99749212])]"
10257,196469453,2,1,12.11,129.6463,-27.181,0,"[array([0.94807023, 0.94897503, 0.95383835, ..., 1.02066493, 1.0184418 ,
       1.02174449]), array([1517.36782234, 1517.38032249, 1517.39212819, ..., 1541.97396234,
       1541.98576759, 1541.99826726])]"
6313,141280450,4,4,12.06,82.8051,-77.0059,0,"[array([0.99601579, 0.99539554, 0.99371284, ..., 0.99861491, 0.99868345,
       0.99651134]), array([1517.35938195, 1517.37327096, 1517.38507662, ..., 1541.96942718,
       1541.98123289, 1541.99373305])]"
3395,52013249,2,3,10.07,144.644,-19.2184,0,"[array([0.99771625, 0.99586493, 0.99346614, ..., 1.00783515, 1.00823021,
       1.00803947]), array([1517.36829758, 1517.38079796, 1517.39260388, ..., 1541.9748766 ,
       1541.98668202, 1541.99918188])]"
10648,231614367,2,1,11.99,128.0659,-26.8733,0,"[array([1.01622272, 1.01335359, 1.02365923, ..., 1.00262833, 1.00401127,
       1.00340104]), array([1517.36921657, 1517.38380004, 1517.39699461, ..., 1541.97390694,
       1541.98571216, 1541.9982118 ])]"
7599,149970589,4,2,13.21,89.8963,-60.5618,0,"[array([0.99135172, 0.98148602, 0.98369706, ..., 1.00297332, 1.00246489,
       1.00749171]), array([1517.36485511, 1517.37804947, 1517.39054938, ..., 1541.97019168,
       1541.98199708, 1541.9944969 ])]"
9043,176774610,2,3,9.06,142.5802,-22.17,0,"[array([0.98950374, 0.99112165, 0.99337721, ..., 1.00560379, 1.00540245,
       1.00567055]), array([1517.40703433, 1517.41953469, 1517.43134058, ..., 1541.97468319,
       1541.9864886 , 1541.99898845])]"
3620,55453775,4,3,11.7,70.8637,-64.201,0,"[array([0.98788285, 0.99540126, 0.98297036, ..., 1.00708175, 1.00556302,
       1.00505471]), array([1517.36324896, 1517.37366551, 1517.38269318, ..., 1541.96925259,
       1541.98105802, 1541.99355789])]"
15518,323601293,1,4,10.35,136.618,7.2711,0,"[array([1.04449439, 1.04558086, 1.04568589, ..., 0.91713881, 0.91757876,
       0.91787493]), array([1517.36936215, 1517.38186225, 1517.39366791, ..., 1541.97525443,
       1541.9870595 , 1541.99955898])]"
19358,415498736,2,4,10.07,131.1872,-18.1735,0,"[array([0.99339634, 0.99347025, 0.9939822 , ..., 0.99843359, 0.99919772,
       0.9989484 ]), array([1517.36840655, 1517.38090668, 1517.39271236, ..., 1541.97445588,
       1541.98626106, 1541.99876065])]"
2387,37867104,2,3,7.51,136.2032,-25.6625,0,"[array([0.9983933 , 0.99820071, 0.99765742, ..., 1.0014044 , 1.00139344,
       1.0015676 ]), array([1517.36795328, 1517.38045354, 1517.39225934, ..., 1541.97430432,
       1541.98610965, 1541.99860941])]"
12723,277768819,1,3,8.21,154.2284,2.4213,0,"[array([0.99817675, 0.99890476, 0.99841273, ..., 0.98890471, 0.98910534,
       0.98881459]), array([1517.36897622, 1517.38147668, 1517.39328268, ..., 1541.97564568,
       1541.98745112, 1541.99995099])]"
2855,40187273,4,4,12.11,77.0322,-70.1067,0,"[array([0.99879622, 1.00913215, 1.00106025, ..., 1.04086781, 1.04062891,
       1.04056478]), array([1517.36313767, 1517.37563765, 1517.38744319, ..., 1541.96941435,
       1541.98121991, 1541.99371991])]"
4682,81098708,3,1,9.33,122.7191,-46.9149,0,"[array([1.00003254, 1.00116324, 0.99676812, ..., 0.99783051, 0.99787068,
       0.99909091]), array([1517.36615675, 1517.37865689, 1517.39046257, ..., 1541.97244197,
       1541.98424736, 1541.99674719])]"
6532,141769356,4,4,13.8,92.0475,-74.982,0,"[array([1.04607558, 1.05585492, 1.00002216, ..., 1.00964916, 1.00617456,
       1.00667286]), array([1517.79232344, 1517.80968474, 1529.09505523, ..., 1541.9697048 ,
       1541.98151049, 1541.99401062])]"
1526,25779951,2,2,10.11,145.4179,-31.8163,0,"[array([0.99263954, 0.99157685, 0.99156225, ..., 1.00813162, 1.00894606,
       1.00915563]), array([1517.36744643, 1517.37994686, 1517.39175282, ..., 1541.97420449,
       1541.98601003, 1541.99851002])]"
3652,55501264,4,3,10.95,71.8971,-61.6071,0,"[array([1.00046301, 0.99864268, 1.00113952, ..., 1.00399566, 1.00390363,
       1.00448203]), array([1517.36341964, 1517.37453059, 1517.38772485, ..., 1541.96932392,
       1541.9811293 , 1541.99362911])]"
9851,186524714,2,2,15.01,132.8273,-30.012,0,"[array([0.95188743, 0.95007735, 0.96274304, ..., 1.0174098 , 1.00621927,
       1.01016283]), array([1517.36764185, 1517.38153098, 1517.39264228, ..., 1541.9739389 ,
       1541.98574422, 1541.99824398])]"
15399,315116996,2,3,12.66,145.3688,-28.783,0,"[array([0.93091607, 0.98984522, 0.99567819, ..., 0.97998917, 0.97958034,
       0.97647697]), array([1517.3940573 , 1517.40586325, 1517.41697474, ..., 1541.97438989,
       1541.98619541, 1541.99869536])]"
7001,145045416,3,1,9.49,131.5992,-49.4971,0,"[array([1.0046829 , 1.00526464, 1.00328088, ..., 0.9937588 , 0.99305481,
       0.99367267]), array([1517.36600869, 1517.37850895, 1517.39031476, ..., 1541.97257028,
       1541.98437581, 1541.99687578])]"
4546,78151052,1,3,8.53,147.5383,-5.5407,0,"[array([0.99355161, 0.99493003, 0.99534631, ..., 0.99669361, 0.99677622,
       0.99702603]), array([1517.41195005, 1517.4230615 , 1517.43347849, ..., 1541.97540533,
       1541.98721069, 1541.99971049])]"
12583,275254310,1,3,9.77,148.4045,3.0727,0,"[array([1.00681078, 1.00743318, 1.0070442 , ..., 0.99534047, 0.99567276,
       0.99577135]), array([1517.54970316, 1517.56567585, 1517.57609282, ..., 1541.97556907,
       1541.98737439, 1541.99987414])]"
13654,289597891,2,4,9.38,131.7787,-15.1244,0,"[array([0.998546  , 0.99810696, 0.99813974, ..., 1.00032246, 1.00079834,
       1.00076938]), array([1517.3644118 , 1517.38038419, 1517.39288432, ..., 1541.97460238,
       1541.98640753, 1541.99890711])]"
11169,255747145,3,3,13.78,99.3558,-51.9249,0,"[array([1.06789351, 1.06874096, 1.06868768, ..., 0.99814367, 1.01297092,
       1.00080657]), array([1517.77346873, 1517.79569078, 1517.80610737, ..., 1541.971028  ,
       1541.98283328, 1541.99533298])]"
2564,38564055,2,2,13.61,138.4283,-29.1083,0,"[array([0.98969221, 0.98423702, 0.97056937, ..., 1.01928949, 1.01889479,
       1.02747107]), array([1517.36770735, 1517.38020766, 1517.3920135 , ..., 1541.97418735,
       1541.98599275, 1541.99849259])]"
2925,41173537,4,4,11.46,91.2974,-69.7995,0,"[array([0.99323082, 0.99143356, 0.9939487 , ..., 0.99657983, 0.99625748,
       0.9969213 ]), array([1517.36282819, 1517.37602269, 1517.38782829, ..., 1541.96989125,
       1541.98169683, 1541.99419685])]"
4318,74890052,3,1,5.85,138.1269,-43.6132,0,"[array([0.99529731, 0.99358642, 0.99293363, ..., 1.0059073 , 1.00593817,
       1.00604582]), array([1517.36653944, 1517.37903977, 1517.39084565, ..., 1541.97320067,
       1541.98500622, 1541.99750621])]"
7929,150430616,4,2,10.06,97.2096,-60.926,0,"[array([0.99665767, 0.99619973, 0.99585748, ..., 0.99739408, 0.99687564,
       0.9972735 ]), array([1517.36436192, 1517.3768619 , 1517.38866743, ..., 1541.97050003,
       1541.98230546, 1541.99480532])]"
12198,270557659,4,4,8.28,99.6306,-79.2083,0,"[array([1.00115001, 1.00073719, 0.99988329, ..., 1.00610256, 1.00608838,
       1.0060792 ]), array([1517.36292665, 1517.37542684, 1517.38723258, ..., 1541.9696611 ,
       1541.98146688, 1541.99396712])]"
12684,277535541,1,4,9.7,140.3337,-0.8986,0,"[array([0.99448383, 0.99474931, 0.99403167, ..., 0.99794948, 0.99828291,
       0.99771518]), array([1517.36915152, 1517.38165174, 1517.39345751, ..., 1541.97530704,
       1541.98711223, 1541.99961184])]"
9757,184952758,2,1,9.01,128.1443,-36.3468,1,"[array([0.98800397, 0.98895091, 0.98834789, ..., 1.00661576, 1.00638795,
       1.00661743]), array([1517.36712457, 1517.37962473, 1517.39143044, ..., 1541.97337073,
       1541.98517606, 1541.99767582])]"
5365,119057596,2,4,10.26,135.9486,-18.3979,0,"[array([0.993554  , 0.99311662, 0.9918592 , ..., 1.00594139, 1.00599778,
       1.00598681]), array([1517.36840928, 1517.3809095 , 1517.39271527, ..., 1541.97464328,
       1541.98644854, 1541.99894822])]"
4866,93999747,3,1,11.22,130.6902,-48.0865,0,"[array([0.93324506, 0.93250203, 0.93417346, ..., 0.96514732, 0.96488029,
       0.96359217]), array([1517.36613231, 1517.37863256, 1517.39043835, ..., 1541.97264835,
       1541.98445385, 1541.9969538 ])]"
7087,145996038,3,1,9.24,133.3759,-48.4008,0,"[array([0.98686588, 0.98536921, 0.98753387, ..., 0.97658288, 0.97636658,
       0.97651577]), array([1517.36611464, 1517.37861492, 1517.39042074, ..., 1541.97270676,
       1541.98451229, 1541.99701227])]"
15653,334510080,2,3,14.13,140.7291,-17.7835,0,"[array([0.92817676, 0.99960142, 0.92647731, ..., 1.00979924, 1.00479662,
       1.0037334 ]), array([1517.45592593, 1528.77423892, 1517.48370441, ..., 1541.97483289,
       1541.98663822, 1541.99913799])]"
12832,278824412,4,2,9.31,100.3942,-58.7789,0,"[array([0.99756336, 0.99702096, 0.99536705, ..., 1.00064969, 1.0001204 ,
       1.00085986]), array([1517.36462689, 1517.37712687, 1517.3889324 , ..., 1541.97074431,
       1541.98254972, 1541.99504956])]"
8905,175368678,1,1,9.56,135.3702,-8.2706,0,"[array([1.00195253, 1.00579035, 1.00396109, ..., 0.99398679, 0.99512076,
       0.99474865]), array([1517.36889979, 1517.38139995, 1517.39320566, ..., 1541.97496099,
       1541.98676615, 1541.99926573])]"
16984,350274835,4,2,10.51,83.55,-58.7482,0,"[array([0.99557793, 0.99408156, 0.99372804, ..., 1.00716221, 1.00746453,
       1.00823796]), array([1517.36405451, 1517.37655435, 1517.38835976, ..., 1541.96994724,
       1541.98175257, 1541.99425234])]"
1266,25103001,2,2,11.61,143.1334,-30.8719,0,"[array([1.01957345, 1.01941872, 1.01779318, ..., 1.00517964, 1.00638866,
       1.00605834]), array([1517.76477929, 1517.77797417, 1517.78908565, ..., 1541.97421231,
       1541.98601781, 1541.99851775])]"
12946,279054186,4,2,10.02,102.468,-59.3801,0,"[array([0.99610043, 0.99504203, 0.99560833, ..., 1.00117373, 1.00107539,
       1.00129771]), array([1517.36393999, 1517.37574555, 1517.39102334, ..., 1541.97080254,
       1541.98260797, 1541.99510783])]"
15296,311927372,1,4,8.04,138.4331,7.6025,0,"[array([0.99877393, 0.99964869, 0.99971455, ..., 0.99868244, 0.9984169 ,
       0.99890733]), array([1517.40825124, 1517.42075138, 1517.43255707, ..., 1541.97532253,
       1541.98712763, 1541.99962714])]"
724,13670341,1,1,8.42,133.0865,-6.3124,0,"[array([1.00314867, 1.00334525, 1.0043962 , ..., 0.99405479, 0.99433255,
       0.99365395]), array([1517.36897455, 1517.38147466, 1517.39328031, ..., 1541.97491595,
       1541.98672105, 1541.99922057])]"
4424,77335885,3,1,8.68,141.6744,-43.5771,0,"[array([0.99718916, 0.99627727, 0.99445653, ..., 1.00284266, 1.00289536,
       1.00257576]), array([1517.36582986, 1517.37763578, 1517.3915251 , ..., 1541.97328934,
       1541.98509493, 1541.99759497])]"
14683,306632288,4,1,10.95,119.5314,-70.2813,0,"[array([0.99758703, 0.99574971, 0.99555898, ..., 1.00370884, 1.00388122,
       1.00301659]), array([1517.36394014, 1517.37644036, 1517.38824613, ..., 1541.97063006,
       1541.98243576, 1541.99493591])]"
5102,101365484,2,3,8.03,148.4918,-21.126,0,"[array([0.99125576, 0.99130309, 0.99080038, ..., 0.99722904, 0.99729282,
       0.99745494]), array([1517.36811847, 1517.38061892, 1517.39242491, ..., 1541.9748672 ,
       1541.98667271, 1541.99917266])]"
252,1402874,1,2,8.47,140.3451,-13.858,0,"[array([0.99487025, 1.00030568, 0.99583238, ..., 1.00021005, 0.99992067,
       1.00001431]), array([1517.36723174, 1528.87559153, 1517.40056584, ..., 1541.97495999,
       1541.98676529, 1541.99926501])]"
6927,143978959,2,4,8.02,126.6194,-21.1773,0,"[array([0.99200517, 0.99258327, 0.99212527, ..., 1.00102913, 1.00089943,
       1.00078011]), array([1517.36679143, 1517.37859705, 1517.39248601, ..., 1541.97410977,
       1541.9859149 , 1541.99841445])]"
7193,147594172,2,1,8.06,125.2887,-34.0738,0,"[array([0.99701434, 0.99679321, 0.99602091, ..., 1.00162792, 1.00172722,
       1.00144064]), array([1517.36726759, 1517.3797677 , 1517.39157336, ..., 1541.9733819 ,
       1541.98518716, 1541.99768685])]"
1821,30033581,4,4,9.84,73.1406,-70.398,0,"[array([0.994986  , 0.99583304, 1.00004572, ..., 0.99950773, 1.00075853,
       1.00020528]), array([1517.35884581, 1517.37134578, 1528.85107879, ..., 1541.9692805 ,
       1541.98108607, 1541.99358608])]"
10548,229858508,2,3,12.64,138.2851,-23.4532,0,"[array([1.01054657, 1.01213944, 1.01272595, ..., 1.00274265, 1.00152433,
       1.00193429]), array([1517.36670533, 1517.38059454, 1517.39309482, ..., 1541.97448997,
       1541.98629532, 1541.9987951 ])]"
12114,270411867,1,4,8.44,134.8315,5.7438,0,"[array([1.00633621, 1.00681353, 1.00757265, ..., 0.98087513, 0.98085296,
       0.98134422]), array([1517.36933492, 1517.381835  , 1517.39364063, ..., 1541.97517618,
       1541.98698122, 1541.99948068])]"
2779,38827175,4,3,9.22,68.1214,-60.3118,0,"[array([0.99656963, 0.99622369, 0.99405444, ..., 1.00263858, 1.0027374 ,
       1.00249112]), array([1517.36332293, 1517.37582271, 1517.38762805, ..., 1541.96915236,
       1541.98095771, 1541.99345749])]"
5559,128738243,2,1,14.38,118.4249,-29.4053,0,"[array([0.92220759, 0.92062879, 0.99625688, ..., 0.99536359, 1.00028563,
       0.99243546]), array([1517.36608864, 1517.37997749, 1528.83221136, ..., 1541.97327931,
       1541.98508442, 1541.99758395])]"
18338,383190567,1,4,11.31,142.6152,3.7951,0,"[array([0.98888671, 0.99986178, 0.99986178, ..., 0.99918473, 0.99567193,
       0.9976244 ]), array([1517.5359241 , 1528.9507632 , 1528.9507632 , ..., 1541.97543628,
       1541.98724148, 1541.9997411 ])]"
7453,149572646,4,2,10.66,86.5433,-60.7814,0,"[array([0.99466151, 0.99732924, 0.99567086, ..., 1.00722146, 1.00563514,
       1.00490367]), array([1517.36402956, 1517.37652945, 1517.38833491, ..., 1541.97002968,
       1541.98183507, 1541.99433489])]"
6656,142018697,4,4,10.75,96.9305,-74.4411,0,"[array([1.00198078, 1.00047886, 0.99786597, ..., 1.00063157, 1.00056326,
       1.00082064]), array([1517.36327506, 1517.37577519, 1517.38758087, ..., 1541.96984449,
       1541.98165017, 1541.99415031])]"
3152,47090342,1,2,9.04,144.366,-6.5232,0,"[array([0.99577159, 0.99544221, 0.99521494, ..., 1.00033379, 0.9998529 ,
       1.00057065]), array([1517.3647421 , 1517.37793689, 1517.39252061, ..., 1541.97530665,
       1541.98711197, 1541.99961171])]"
11521,260605873,4,2,4.29,97.3684,-56.8526,0,"[array([1.00090265, 1.0010035 , 1.00070357, ..., 0.99851996, 0.99851167,
       0.99842268]), array([1517.36468929, 1517.37718922, 1517.38899471, ..., 1541.97069923,
       1541.98250458, 1541.99500437])]"
16568,348956945,4,1,9.19,106.3855,-61.8058,0,"[array([0.99709952, 0.99592644, 0.99504697, ..., 1.00137782, 1.00097656,
       1.00169098]), array([1517.36313334, 1517.37424451, 1517.38882792, ..., 1541.97082154,
       1541.98262703, 1541.99512696])]"
10912,238098901,3,3,9.43,105.2979,-50.8932,0,"[array([1.00068164, 1.00022113, 1.00043201, ..., 1.0068264 , 1.00688207,
       1.00684154]), array([1517.36541614, 1517.37791609, 1517.38972159, ..., 1541.97138991,
       1541.9831952 , 1541.99569493])]"
6441,141607972,4,4,9.01,88.6921,-73.7486,0,"[array([0.998294  , 0.99739015, 0.99543697, ..., 1.00493932, 1.00519085,
       1.00529718]), array([1517.36318051, 1517.3756806 , 1517.38748624, ..., 1541.96966764,
       1541.98147329, 1541.99397339])]"
16584,348963908,1,2,9.7,149.2903,-14.8972,0,"[array([0.99666095, 0.99693871, 0.99795467, ..., 0.99907076, 0.99904239,
       0.99954122]), array([1517.40871442, 1517.42121488, 1517.43302086, ..., 1541.97513959,
       1541.98694506, 1541.99944497])]"
8250,156580253,2,1,8.16,125.0367,-25.0752,0,"[array([0.99734229, 0.99830157, 0.99818432, ..., 0.99728858, 0.9973948 ,
       0.9971745 ]), array([1517.36790776, 1517.38040781, 1517.39221342, ..., 1541.97384918,
       1541.98565433, 1541.9981539 ])]"
6522,141757230,4,4,9.21,91.4448,-73.7008,0,"[array([0.99200583, 0.99122328, 0.98858303, ..., 0.99277592, 0.99225062,
       0.99256331]), array([1517.36323665, 1517.37573675, 1517.3875424 , ..., 1541.96974111,
       1541.98154676, 1541.99404687])]"
7203,148795222,3,2,6.78,115.1268,-33.4254,0,"[array([0.99972051, 0.99957234, 0.99972606, ..., 1.00141287, 1.00113058,
       1.00116193]), array([1517.36709024, 1517.37959018, 1517.39139568, ..., 1541.9728748 ,
       1541.98467993, 1541.99717947])]"
16970,350146248,4,1,13.96,115.8125,-63.7528,0,"[array([0.98638946, 1.00505328, 1.02538133, ..., 0.85022372, 0.84425873,
       0.85154903]), array([1517.36451737, 1517.37701753, 1517.38882323, ..., 1541.97101487,
       1541.98282045, 1541.99532048])]"
1795,29832604,4,4,10.35,66.5555,-70.9208,0,"[array([0.99211717, 0.99406326, 0.99770582, ..., 1.00291967, 1.00350451,
       1.00311911]), array([1517.36279804, 1517.375298  , 1517.38710352, ..., 1541.96906156,
       1541.98086714, 1541.99336716])]"
15627,332701193,1,2,9.98,150.0515,-13.3159,0,"[array([0.99273628, 0.98749709, 0.98655105, ..., 1.0087682 , 1.00802934,
       1.00994205]), array([1517.36849832, 1517.38099878, 1517.39280477, ..., 1541.97521278,
       1541.98701825, 1541.99951816])]"
7344,149307780,4,3,11.48,83.5647,-64.3396,0,"[array([1.00060916, 0.99967408, 0.99868882, ..., 0.99432075, 0.99489504,
       0.99440444]), array([1517.36368927, 1517.3761892 , 1517.38799469, ..., 1541.96979099,
       1541.98159644, 1541.99409633])]"
17871,374860864,4,2,3.8,88.5267,-63.0867,0,"[array([1.0001781 , 0.99991518, 0.99972159, ..., 0.99959987, 0.99968922,
       0.99966902]), array([1517.36393464, 1517.37643458, 1517.38824008, ..., 1541.97003947,
       1541.98184491, 1541.99434479])]"
13662,289601241,1,2,10.38,145.8789,-15.7672,0,"[array([0.99682891, 0.99371594, 0.99318558, ..., 0.99917662, 0.99859536,
       0.99983412]), array([1517.36498209, 1517.37817695, 1517.39484414, ..., 1541.97503674,
       1541.98684216, 1541.99934201])]"
4529,77669210,1,3,11.82,154.1189,-5.3423,0,"[array([0.98261523, 0.97876644, 0.97604948, ..., 1.00236273, 1.00443614,
       1.00412047]), array([1517.36526427, 1517.37776477, 1517.39373763, ..., 1541.97550934,
       1541.98731483, 1541.99981476])]"
19375,415571289,2,3,7.8,147.256,-21.436,0,"[array([0.99883282, 0.99817485, 0.9978739 , ..., 1.00151539, 1.00135672,
       1.00195444]), array([1517.3681229 , 1517.38062334, 1517.39242931, ..., 1541.97482872,
       1541.98663421, 1541.99913413])]"
5414,122987692,3,2,8.0,113.1712,-43.8517,0,"[array([0.99611783, 0.99612421, 0.99613619, ..., 1.00049448, 1.0006125 ,
       1.00091183]), array([1517.36622269, 1517.37872267, 1517.39052822, ..., 1541.97219375,
       1541.983999  , 1541.99649867])]"
1734,29690468,3,1,7.97,133.3417,-46.0357,0,"[array([0.99935365, 0.99639225, 0.99710655, ..., 1.00504947, 1.00520825,
       1.00531769]), array([1517.36632698, 1517.37882726, 1517.39063308, ..., 1541.97288409,
       1541.9846896 , 1541.99718955])]"
11149,255688250,3,3,8.21,98.7045,-50.1118,0,"[array([0.99838388, 0.99814212, 0.99589348, ..., 1.00004041, 1.0007509 ,
       1.00077069]), array([1517.36456203, 1517.37706189, 1517.3902562 , ..., 1541.97107828,
       1541.98288352, 1541.99538318])]"
13373,284422031,3,2,9.79,108.9829,-42.4913,0,"[array([0.99272984, 0.99022424, 0.98890793, ..., 0.99934936, 0.99798888,
       0.99967474]), array([1517.36621097, 1517.37871089, 1517.39051637, ..., 1541.97204267,
       1541.98384786, 1541.99634747])]"
13717,290474319,1,4,11.59,139.0075,3.6991,0,"[array([0.99547762, 1.00119555, 0.99610454, ..., 1.00171041, 1.00141704,
       0.99931121]), array([1517.3665052 , 1517.38039428, 1517.39150554, ..., 1541.97532036,
       1541.98712549, 1541.99962504])]"
894,18704011,2,2,12.62,137.8882,-31.0017,0,"[array([0.97602904, 0.98512292, 0.98592651, ..., 0.99214935, 0.99082381,
       0.99012136]), array([1517.39534965, 1517.40784995, 1517.4196558 , ..., 1541.9740584 ,
       1541.98586382, 1541.99836367])]"
9672,182741573,3,2,10.32,124.2688,-40.2814,0,"[array([1.02394366, 1.01909435, 1.0161252 , ..., 0.99279976, 0.99212897,
       0.99136949]), array([1517.36882949, 1517.38063516, 1517.39244084, ..., 1541.97294559,
       1541.98475092, 1541.99725067])]"
10360,219194615,4,2,16.0,92.1812,-53.025,0,"[array([0.97122198, 0.97487664, 0.9817372 , ..., 1.06119251, 1.05246806,
       1.06693113]), array([1517.36479308, 1517.37729292, 1517.38909832, ..., 1541.97059673,
       1541.98240198, 1541.99490167])]"
19784,453097891,4,1,8.15,114.1033,-71.7117,0,"[array([0.99441832, 0.99527907, 0.99280328, ..., 0.99557638, 0.99546123,
       0.99553585]), array([1517.36374986, 1517.37625005, 1517.3880558 , ..., 1541.97040576,
       1541.98221146, 1541.9947116 ])]"
18442,388106446,4,3,11.47,62.5941,-68.4501,0,"[array([0.99480218, 0.99026459, 0.98847049, ..., 1.00745261, 1.00535917,
       1.00746763]), array([1517.36277019, 1517.3752701 , 1517.38707556, ..., 1541.96891814,
       1541.98072367, 1541.99322363])]"
9206,177160238,4,1,10.57,104.0601,-68.2156,0,"[array([0.99823332, 0.99700868, 0.99493551, ..., 1.00055265, 0.99980205,
       1.00086534]), array([1517.36391754, 1517.37572319, 1517.3882233 , ..., 1541.97036685,
       1541.98217244, 1541.99467248])]"
920,19017809,2,2,12.65,138.4094,-31.6701,0,"[array([1.00204861, 0.99609208, 0.99618864, ..., 1.01202154, 1.01055598,
       1.0111649 ]), array([1517.36751956, 1517.37932541, 1517.39182573, ..., 1541.97403396,
       1541.98583938, 1541.99833925])]"
8043,152017907,2,1,9.07,119.5674,-31.0594,0,"[array([1.01575434, 1.01393759, 1.01284432, ..., 1.00724006, 1.00717318,
       1.00763047]), array([1517.36738681, 1517.37988681, 1517.39169236, ..., 1541.97325902,
       1541.98506416, 1541.99756373])]"
4396,76491730,3,1,10.61,140.3974,-46.2707,0,"[array([1.01104832, 1.00012716, 1.01235449, ..., 1.0032016 , 1.00315356,
       1.00173974]), array([1517.44685405, 1528.9331651 , 1517.47671607, ..., 1541.97305352,
       1541.98485912, 1541.99735917])]"
14730,306772594,4,1,10.3,121.2787,-68.0935,0,"[array([0.99420369, 0.99569309, 0.99361712, ..., 1.00504088, 1.00391054,
       1.00438976]), array([1517.36416693, 1517.37666715, 1517.38847292, ..., 1541.9708377 ,
       1541.98264338, 1541.99514351])]"
14320,300041627,1,4,8.33,141.2479,-1.2295,0,"[array([0.99733627, 0.99567354, 0.99742699, ..., 0.99711651, 0.99702436,
       0.99707049]), array([1517.36843904, 1517.38163373, 1517.39343952, ..., 1541.97533077,
       1541.98713598, 1541.99963562])]"
2316,33864821,4,4,12.65,65.6489,-72.1095,0,"[array([1.00440025, 0.99365133, 0.98984015, ..., 1.05085003, 1.04698062,
       1.04529905]), array([1517.36272368, 1517.37522366, 1517.3870292 , ..., 1541.96903434,
       1541.98083994, 1541.99333999])]"
12388,271725679,4,4,13.41,110.7677,-74.6098,0,"[array([1.05787575, 1.04213023, 1.04667044, ..., 1.13218391, 1.13223934,
       1.13340378]), array([1517.36344617, 1517.37594637, 1517.38775211, ..., 1541.97013679,
       1541.98194252, 1541.9944427 ])]"
