,ID,b,t_max,tau,umin,Amax,Dmag,fbl,I_bl,I0,start_day,t_max_new,n,m,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25
20,2008-0021,0,2455934.54,76.937,0.482,2.251,0.881,0.191,16.969,18.767,2455260.75,660,552,811,0.003720314929527437,-0.0002491898864499755,-0.004618937606855119,0.00036985069832627074,0.0016518260717079626,-0.00014215059702807432,-0.001126976876896362,0.00014089502446454106,0.0003948659828990256,-5.364876394297182e-05,-0.00018490410686235122,-9.715332602029771e-05,8.611846297099507e-05,9.641893110706588e-05,3.330988626448135e-05,-7.181433285221661e-05,8.418201111132782e-05,2.6064603808462705e-05,7.0463983885264704e-06,-1.3240802127729469e-05,-7.216717878205501e-05,4.783873073396287e-05,2.5103636308369585e-05,-4.877602767831919e-05,-1.4037393300596378e-05,-5.315297135472218e-05
21,2008-0022,0,2455965.813,2.655,0.07,14.263,2.885,1.0,16.112,16.112,2455261.0,632,689,719,0.01653824068325938,0.0002792817694080237,-0.021329672007987736,0.001278175835753783,0.007932157287629816,0.001116297218314426,-0.0006233844564672976,-0.0003893195753688311,0.0005519615655152112,-0.0001232317515706096,-0.00017230435077062562,-0.0002627443801108404,-0.0005542576094230432,-0.0005029091696841739,-0.0007040913980037032,-0.00045486629276113104,-0.0006738458213844371,-0.00041486707307251237,-0.00050823522642674,-0.000283220754199537,-0.0002977703315432117,-0.00016560212031869586,-0.00013199260951588483,-6.0674381099167986e-05,-2.6805730213063828e-05,-1.631932553502764e-05
22,2008-0023,0,2456000.769,130.104,0.202,5.017,1.751,0.187,15.001,16.823,2455261.0,676,553,981,0.007142592908661237,-0.0005977367075299895,-0.010699376637058217,0.00255481392285848,0.006614171514722842,-0.0032201645113973916,-0.003718427773852383,0.003294475180321748,0.0016203928803346442,-0.002593364882081584,-0.0005055230097429746,0.0019472094212433931,-9.795642727620207e-05,-0.0011881339498131585,0.00035446207022314554,0.0006623689988599347,-0.0003086315828525092,-0.0003718977931273953,0.00032484348882400927,0.00018043088847658043,-0.00025536741183674157,-7.540745315353018e-05,0.0001439080019956177,-2.7484173226630265e-05,-0.00016838441249304405,4.607414406122331e-05
23,2008-0024,0,2455978.159,30.551,0.127,7.909,2.245,0.924,17.193,17.279,2455261.75,581,687,802,0.02344423293161295,-0.0200488817117911,-0.020629579448766287,0.02954120783783681,-0.012051425947639588,-0.007854270243751233,0.0127944046191386,-0.004790319048492402,-0.004165127897439143,0.005980139283175727,-0.0016406995427239693,-0.0026409508940254973,0.0031814300138228242,-0.0007283648599594563,-0.001455892987951822,0.0013608874024597813,-1.257188245783756e-05,-0.0008637615053918453,0.0006786640053733507,1.1464104095727685e-05,-0.00037216164071822053,0.00019852267062638962,0.00014671439469909922,-0.0002027197458027248,9.313734201946657e-05,3.531389261623641e-05
24,2008-0025,0,2455957.361,33.358,0.188,5.386,1.828,1.0,19.98,19.98,2455265.75,580,605,750,0.03863214215643301,-0.006851470272731117,-0.053241655775069355,0.011915630305062465,0.018969893234045593,-0.0050938863900862955,-0.00698484353865082,-0.0012158545090067466,0.002560850166924696,0.0016622866719188667,-0.0003100663179123944,-0.0009885402268468727,4.6108584229092967e-05,0.0007856364672484724,0.0006012549232352262,-0.0002474012242620638,-0.0005743220030628559,-0.00028792295357628507,0.0002113881804177611,0.0003075300427975573,6.399048116543484e-05,-0.00015706827832995867,-0.00011717566386396218,8.764347345317672e-05,0.00017870962888890516,0.00011117042293899571
25,2008-0026,0,2455991.476,105.647,0.008,123.4,5.228,0.33,18.276,19.48,2455265.75,628,579,879,0.016826029935297145,0.0004853856598390962,-0.0260340436265888,4.324120882553471e-05,0.017092096441603418,-0.0007007492457945168,-0.014862779296181055,0.0014763601262944017,0.01082177791446093,-0.0017181602034913096,-0.009033335307149996,0.0015212676890117034,0.007884060754080149,-0.001428582155892161,-0.006484656192442243,0.0015126537111889097,0.006075523081530369,-0.0016009004119135282,-0.005013932350127575,0.001442202611716681,0.004972270822155897,-0.0018106314113277605,-0.0034437043892196124,0.0014129941945653609,0.004827231874291682,-0.002272821921190199
26,2008-0027,0,2455963.305,31.301,0.0,4123.9,9.038,0.127,19.702,21.94,2455268.75,401,591,721,0.05059927903043248,0.006215341252521746,-0.06862778194943661,-0.012489526944943501,0.016706049352645334,0.008863311156332864,0.003890635247954909,-0.00104044657291051,-0.0025569839628444093,-0.0026051959412358846,-0.0011197197319244181,0.000442969995447479,0.0012498589537969233,0.001247904188542471,0.0005045058816136282,-0.00022990020432750764,-0.0006476374686187226,-0.0005801891686923352,-0.0002011479223182466,0.00014989623612702348,0.00031932916177488746,0.00023137223849667874,3.969858577148053e-05,-0.0001222340726596069,-0.00016244366966769276,-0.00010497404044878418
27,2008-0028,0,2455955.115,77.497,0.078,12.91,2.777,0.522,18.261,18.968,2455265.75,185,567,834,0.02874417729663106,-0.010694848683671732,-0.04218286115534979,0.024226128195219385,0.016174905139861907,-0.022074331539337515,-0.0011105795098864085,0.011860372465122757,-0.0030341723685501287,-0.004519866552714878,0.0014143530371487805,0.00230576560373833,-0.00047118323828204423,-0.0017940201054402495,0.000981119952912793,0.0012285396684019445,-0.0004891601324691401,-0.0008305151471492316,9.011247107900186e-05,0.0006083614018679527,-0.0002132070455206191,-0.0004205932622067647,9.047958468376309e-05,0.00019510827892489863,-0.00013355198241947212,-0.00026110027459858395
28,2008-0029,0,2455973.41,33.694,0.086,11.665,2.667,0.196,18.375,20.141,2455265.75,199,682,778,0.009321789121686748,-0.007151747201376967,-0.008480523399581765,0.011283701716029465,-0.004391794705202646,-0.004093448776044495,0.004676192847807724,-0.0008544585644668779,-0.001382284766585485,0.001554170346164304,7.171770695210838e-05,-0.0009835751556909222,0.0003442149772415099,7.422478712739745e-05,1.6263238116539595e-05,6.193720989564785e-05,-0.00011947598129713774,2.2844362059049103e-05,6.44207689531947e-05,-1.0336699063165015e-05,-6.444094554975236e-05,5.302190545591527e-05,-2.4701074051895464e-05,3.789388527137903e-05,-2.9936129074158448e-05,3.996977713619556e-06
29,2008-0030,0,2455984.691,51.56,0.006,155.5,5.48,1.0,20.065,20.065,2455265.75,271,581,792,0.03361796704451759,0.0005111288224138095,-0.034899748009162374,-0.01220244492770858,-0.003388229743458269,0.02272632224166323,0.008586073180405208,-0.01562163164240363,-0.011202181639798732,0.0036566164486629632,0.012043290358658419,0.002697294182004562,-0.0074872182216986815,-0.006332772861048539,0.002991962719301197,0.007032153643624684,0.001504555725556663,-0.004947688958130372,-0.004182491665841168,0.0015069411399418963,0.004020025634586988,0.0011636680768854352,-0.0025265543005280862,-0.00180492817042692,0.0007856407409980963,0.002557877950364956
